Date,Open,High,Low,Close,Start Date,End Date,Pattern,Pattern Present
2022-10-19,72.1,73.04,69.8,70.2,58,78,3,1
2022-10-20,70.5,72.9,70.02,72.64,58,78,3,1
2022-10-21,72.0,73.9,71.18,72.0,58,78,3,1
2022-10-24,72.8,73.7,71.9,73.1,58,78,3,1
2022-10-25,73.6,73.9,71.92,73.06,58,78,3,1
2022-10-26,73.5,74.62,73.1,74.62,58,78,3,1
2022-10-27,74.5,76.16,73.7,76.1,58,78,3,1
2022-10-28,75.78,77.7,74.44,77.0,58,78,3,1
2022-10-31,77.0,78.74,76.76,78.44,58,78,3,1
2022-11-02,78.5,79.58,77.54,79.46,58,78,3,1
2022-11-03,76.5,78.32,76.42,77.1,58,78,3,1
2022-11-04,77.58,77.68,75.74,75.82,58,78,3,1
2022-11-07,76.24,81.06,76.16,79.38,58,78,3,1
2022-11-08,79.42,80.26,78.26,79.68,58,78,3,1
2022-11-09,79.7,80.8,79.36,80.04,58,78,3,1
2022-11-10,80.0,83.0,78.54,82.02,58,78,3,1
2022-11-14,82.1,86.78,82.06,85.9,58,78,3,1
2022-11-15,86.0,88.3,85.0,87.9,58,78,3,1
2022-11-16,86.0,87.24,83.2,86.0,58,78,3,1
2022-11-17,86.5,86.5,81.9,83.34,58,78,3,1
2022-11-18,83.34,84.86,82.0,83.8,58,78,3,1
2022-11-21,84.88,84.88,82.84,83.36,58,78,3,1
2022-11-22,83.0,84.66,82.26,84.0,58,78,3,1
2022-11-23,84.02,84.64,83.38,83.76,58,78,3,1
2022-11-24,84.6,86.12,84.26,85.76,58,78,3,1
2022-11-25,86.0,86.7,84.74,86.28,58,78,3,1
2022-11-28,85.8,86.64,84.52,84.68,58,78,3,1
2022-11-29,85.1,85.22,82.8,83.88,58,78,3,1
2022-11-30,84.5,85.14,82.9,83.9,58,78,3,1
2022-12-01,86.08,86.6,84.84,85.78,58,78,3,1
2022-12-02,86.0,86.0,83.62,84.5,58,78,3,1
2022-12-05,84.92,86.32,84.92,85.38,58,78,3,1
2022-12-06,85.0,85.0,82.72,83.02,58,78,3,1
2022-12-07,83.02,83.78,82.86,83.54,58,78,3,1
2022-12-08,83.5,83.5,81.64,82.48,58,78,3,1
2022-12-09,82.5,83.24,81.9,82.64,58,78,3,1
2022-12-12,82.66,85.1,81.7,84.54,58,78,3,1
2022-12-13,85.1,87.02,84.04,85.64,58,78,3,1
2022-12-14,85.5,86.68,84.92,85.76,58,78,3,1
2022-12-15,85.96,86.06,83.4,84.12,58,78,3,1
2022-12-16,83.52,84.42,82.7,83.88,58,78,3,1
2022-12-19,83.5,84.5,82.86,83.84,58,78,3,1
2022-12-20,82.84,85.9,82.78,85.6,58,78,3,1
2022-12-21,85.82,86.96,84.6,86.96,58,78,3,1
2022-12-22,87.0,87.8,86.04,86.88,58,78,3,1
2022-12-23,86.98,86.98,85.3,85.7,58,78,3,1
2022-12-27,86.0,86.26,84.44,84.86,58,78,3,1
2022-12-28,85.0,85.9,84.24,85.66,58,78,3,1
2022-12-29,85.3,87.54,85.08,87.4,58,78,3,1
2022-12-30,85.62,87.0,85.6,86.5,58,78,3,1
2023-01-02,87.0,87.9,86.52,86.52,58,78,3,1
2023-01-03,87.0,91.68,86.6,90.9,58,78,3,1
2023-01-04,90.9,93.66,90.5,93.48,58,78,3,1
2023-01-05,93.68,95.66,92.22,94.48,58,78,3,1
2023-01-09,95.84,98.56,95.3,98.46,58,78,3,1
2023-01-10,98.0,100.2,96.5,99.8,58,78,3,1
2023-01-11,100.0,101.3,98.18,98.96,58,78,3,1
2023-01-12,99.08,102.45,98.52,101.35,58,78,3,1
2023-01-13,101.8,101.8,98.9,101.0,58,78,3,1
2023-01-16,101.0,103.6,99.9,101.8,58,78,3,1
2023-01-17,102.0,102.25,97.64,97.78,58,78,3,1
2023-01-18,97.5,97.7,94.88,95.9,58,78,3,1
2023-01-19,94.48,96.06,94.08,95.2,58,78,3,1
2023-01-20,96.0,96.0,94.22,95.4,58,78,3,1
2023-01-23,96.1,97.0,95.1,96.7,58,78,3,1
2023-01-24,97.5,97.5,95.5,96.4,58,78,3,1
2023-01-25,94.94,94.94,90.4,91.9,58,78,3,1
2023-01-26,93.0,93.12,90.7,92.52,58,78,3,1
2023-01-27,93.0,93.2,91.48,91.48,58,78,3,1
2023-01-30,91.4,91.4,89.58,90.12,58,78,3,1
2023-01-31,90.0,92.28,89.38,92.2,58,78,3,1
2023-02-01,92.2,92.36,90.4,90.86,58,78,3,1
2023-02-02,92.3,92.62,90.62,92.34,58,78,3,1
2023-02-03,91.9,94.44,91.6,93.4,58,78,3,1
2023-02-06,92.94,93.08,90.28,91.0,58,78,3,1
2023-02-07,91.68,92.38,90.48,91.2,58,78,3,1
2023-02-08,91.98,93.04,91.4,92.44,58,78,3,1
2023-02-09,93.0,95.44,92.64,94.16,58,78,3,1
2023-02-10,94.12,94.12,91.7,91.84,58,78,3,1
2023-02-13,92.86,93.26,91.74,92.7,58,78,3,1
2023-02-14,93.0,94.18,92.34,93.66,58,78,3,1
2023-02-15,92.96,94.36,92.66,93.86,58,78,3,1
2023-02-16,94.0,95.2,91.04,95.16,58,78,3,1
2023-02-17,94.5,94.5,92.1,92.1,58,78,3,1
2023-02-20,92.06,92.18,89.2,90.14,58,78,3,1
2023-02-21,89.9,89.98,86.72,88.34,58,78,3,1
2023-02-22,88.34,88.34,85.9,86.42,58,78,3,1
2023-02-23,86.38,88.34,86.32,87.34,58,78,3,1
2023-02-24,87.88,89.12,87.4,88.14,58,78,3,1
2023-02-27,89.14,89.14,87.44,88.22,58,78,3,1
2023-02-28,88.5,91.12,87.68,89.68,58,78,3,1
2023-03-01,90.36,91.0,89.2,89.7,58,78,3,1
2023-03-02,90.2,90.2,87.12,87.36,58,78,3,1
2023-03-03,87.9,88.74,86.4,88.68,58,78,3,1
2023-03-06,89.1,91.1,89.1,91.1,58,78,3,1
2023-03-07,91.1,92.1,90.4,90.66,58,78,3,1
2023-03-08,91.0,91.3,89.8,91.1,58,78,3,1
2023-03-09,91.4,91.4,89.6,89.62,58,78,3,1
2023-03-10,88.0,88.0,85.0,85.62,58,78,3,1
2023-03-13,87.0,87.2,81.4,82.42,58,78,3,1
2023-03-14,82.42,84.12,81.4,82.72,58,78,3,1
2023-03-15,84.38,84.38,78.62,80.22,58,78,3,1
2023-03-16,81.56,82.54,78.04,79.88,58,78,3,1
2023-03-17,80.5,81.9,76.92,77.38,58,78,3,1
